id,word,category,pegi,commentCount,commentScore,appSizeMB,downloads,ranking
1,FREE,Action,12,72179284,4.3,46.0,500000000,1
5,THE,Action,12,72179284,4.3,46.0,500000000,1
6,NEW,Action,12,72179284,4.3,46.0,500000000,1
7,BEGINNING,Action,12,72179284,4.3,46.0,500000000,1
8,STHEREW,Action,12,72179284,4.3,46.0,500000000,1
9,BEGINNING,Action,12,72179284,4.3,46.0,500000000,1
10,ITT,Action,12,72179284,4.3,46.0,500000000,1
11,FREE,Action,12,72179284,4.3,46.0,500000000,1
14,BERMUDA,Action,12,72179284,4.3,46.0,500000000,1
15,REMASTERED,Action,12,72179284,4.3,46.0,500000000,1
17,NEW,Action,12,72179284,4.3,46.0,500000000,1
18,EXPERIENCE,Action,12,72179284,4.3,46.0,500000000,1
19,FREE,Action,12,72179284,4.3,46.0,500000000,1
22,BACK,Action,12,72179284,4.3,46.0,500000000,1
24,POPULAR,Action,12,72179284,4.3,46.0,500000000,1
25,DEMAND,Action,12,72179284,4.3,46.0,500000000,1
26,MELEE,Action,12,72179284,4.3,46.0,500000000,1
27,WEAPON,Action,12,72179284,4.3,46.0,500000000,1
29,SCYTHE,Action,12,72179284,4.3,46.0,500000000,1
30,THENEW,Action,12,72179284,4.3,46.0,500000000,1
31,BEGINNING,Action,12,72179284,4.3,46.0,500000000,1
32,RECRUIT,Action,12,3070660,4.2,103.0,100000000,2
33,THE,Action,12,3070660,4.2,103.0,100000000,2
34,PERFECT,Action,12,3070660,4.2,103.0,100000000,2
35,TEAM,Action,12,3070660,4.2,103.0,100000000,2
36,HARD,Action,12,3070660,4.2,103.0,100000000,2
38,CAPTAN,Action,12,3070660,4.2,103.0,100000000,2
39,MAO,Action,12,3070660,4.2,103.0,100000000,2
49,INEMYCLASES,Action,12,3070660,4.2,103.0,100000000,2
50,VEw,Action,12,3070660,4.2,103.0,100000000,2
51,Gegt,Action,12,3070660,4.2,103.0,100000000,2
52,DETALS,Action,12,3070660,4.2,103.0,100000000,2
53,DEG,Action,12,3070660,4.2,103.0,100000000,2
54,OUES,Action,12,3070660,4.2,103.0,100000000,2
55,eor,Action,12,3070660,4.2,103.0,100000000,2
56,EAM,Action,12,3070660,4.2,103.0,100000000,2
58,GEST,Action,12,3070660,4.2,103.0,100000000,2
59,EWC,Action,12,3070660,4.2,103.0,100000000,2
64,QUEST,Action,12,3070660,4.2,103.0,100000000,2
66,BATTLE,Action,12,3070660,4.2,103.0,100000000,2
67,WITH,Action,12,3070660,4.2,103.0,100000000,2
68,YOUR,Action,12,3070660,4.2,103.0,100000000,2
69,ALLIANCE,Action,12,3070660,4.2,103.0,100000000,2
70,FAGHT,Action,12,3070660,4.2,103.0,100000000,2
71,STORY,Action,12,3070660,4.2,103.0,100000000,2
72,OESTS,Action,12,3070660,4.2,103.0,100000000,2
73,MUTNIMSTIC,Action,12,3070660,4.2,103.0,100000000,2
78,NEXT,Action,12,3070660,4.2,103.0,100000000,2
81,evT,Action,12,3070660,4.2,103.0,100000000,2
82,ueSTS,Action,12,3070660,4.2,103.0,100000000,2
85,VENS,Action,12,3070660,4.2,103.0,100000000,2
86,ENITER,Action,12,3070660,4.2,103.0,100000000,2
87,Verson,Action,12,1088129,4.5,100.0,10000000,3
89,Player,Action,12,1088129,4.5,100.0,10000000,3
91,RANDA,Action,12,1088129,4.5,100.0,10000000,3
92,NAMCO,Action,12,1088129,4.5,100.0,10000000,3
93,CRIWARE,Action,12,1088129,4.5,100.0,10000000,3
94,Entertairent,Action,12,1088129,4.5,100.0,10000000,3
95,DRAGON,Action,12,1088129,4.5,100.0,10000000,3
96,BALL,Action,12,1088129,4.5,100.0,10000000,3
97,MOBILE,Action,12,1088129,4.5,100.0,10000000,3
98,GAME,Action,12,1088129,4.5,100.0,10000000,3
99,CBIRD,Action,12,1088129,4.5,100.0,10000000,3
100,STUDI,Action,12,1088129,4.5,100.0,10000000,3
102,BANDA,Action,12,1088129,4.5,100.0,10000000,3
104,BATTLE,Action,12,1088129,4.5,100.0,10000000,3
105,FRIENDS,Action,12,1088129,4.5,100.0,10000000,3
107,RIVALS,Action,12,1088129,4.5,100.0,10000000,3
108,CALL-DUTY,Action,16,12039842,4.5,88.0,100000000,4
109,MOBILEO,Action,16,12039842,4.5,88.0,100000000,4
110,CALE,Action,16,12039842,4.5,88.0,100000000,4
112,RMT,Action,16,12039842,4.5,88.0,100000000,4
113,MORIL,Action,16,12039842,4.5,88.0,100000000,4
114,NEW,Action,16,12039842,4.5,88.0,100000000,4
115,SEASON,Action,16,12039842,4.5,88.0,100000000,4
116,MONTHLY,Action,16,12039842,4.5,88.0,100000000,4
117,NEW,Action,16,12039842,4.5,88.0,100000000,4
118,"MAP,",Action,16,12039842,4.5,88.0,100000000,4
119,MODES,Action,16,12039842,4.5,88.0,100000000,4
120,&EVENTS,Action,16,12039842,4.5,88.0,100000000,4
121,CALL-DUTY,Action,16,12039842,4.5,88.0,100000000,4
122,MOBILEO,Action,16,12039842,4.5,88.0,100000000,4
123,ENDS,Action,16,12039842,4.5,88.0,100000000,4
127,BATTLE,Action,16,12039842,4.5,88.0,100000000,4
128,PASS,Action,16,12039842,4.5,88.0,100000000,4
129,BEMARO,Action,16,12039842,4.5,88.0,100000000,4
130,COMIC,Action,16,12039842,4.5,88.0,100000000,4
131,MATCH,Action,16,12039842,4.5,88.0,100000000,4
132,BUY,Action,16,12039842,4.5,88.0,100000000,4
133,PREMIUN,Action,16,12039842,4.5,88.0,100000000,4
134,PASS,Action,16,12039842,4.5,88.0,100000000,4
135,AGR,Action,16,12039842,4.5,88.0,100000000,4
138,Byakko,Action,16,12039842,4.5,88.0,100000000,4
140,FREE,Action,16,12039842,4.5,88.0,100000000,4
141,CALE,Action,16,12039842,4.5,88.0,100000000,4
143,RMT.,Action,16,12039842,4.5,88.0,100000000,4
144,MORILE,Action,16,12039842,4.5,88.0,100000000,4
145,COMPLETE,Action,16,12039842,4.5,88.0,100000000,4
146,BATTLE,Action,16,12039842,4.5,88.0,100000000,4
147,PASS,Action,16,12039842,4.5,88.0,100000000,4
149,EARN,Action,16,12039842,4.5,88.0,100000000,4
150,REWARDS,Action,16,12039842,4.5,88.0,100000000,4
151,PRASO,Action,12,1033056,4.6,-1.0,10000000,5
152,DOKSAN,Action,12,1033056,4.6,-1.0,10000000,5
153,BATTLE,Action,12,1033056,4.6,-1.0,10000000,5
154,OVER,Action,12,1033056,4.6,-1.0,10000000,5
156,MILLION,Action,12,1033056,4.6,-1.0,10000000,5
157,DOWNLOADS,Action,12,1033056,4.6,-1.0,10000000,5
158,WORLDWIDE,Action,12,1033056,4.6,-1.0,10000000,5
159,erSIMPLE,Action,12,1033056,4.6,-1.0,10000000,5
161,PLAY,Action,12,1033056,4.6,-1.0,10000000,5
164,BATTLEGADUNDS,Action,16,34214226,4.2,-1.0,100000000,6
166,emoji,Action,16,34214226,4.2,-1.0,100000000,6
167,MOBILE,Action,16,34214226,4.2,-1.0,100000000,6
169,YOURSELF,Action,16,34214226,4.2,-1.0,100000000,6
170,SHOW,Action,16,34214226,4.2,-1.0,100000000,6
171,YOUP,Action,16,34214226,4.2,-1.0,100000000,6
172,emoji,Action,16,34214226,4.2,-1.0,100000000,6
173,PUBG,Action,16,34214226,4.2,-1.0,100000000,6
174,Tencent,Action,16,34214226,4.2,-1.0,100000000,6
175,Games,Action,16,34214226,4.2,-1.0,100000000,6
176,enci,Action,16,34214226,4.2,-1.0,100000000,6
177,end,Action,16,34214226,4.2,-1.0,100000000,6
178,PUBG,Action,16,34214226,4.2,-1.0,100000000,6
179,FROST,Action,16,34214226,4.2,-1.0,100000000,6
180,FESTIVAL,Action,16,34214226,4.2,-1.0,100000000,6
181,MOBILE,Action,16,34214226,4.2,-1.0,100000000,6
182,FREST,Action,16,34214226,4.2,-1.0,100000000,6
183,FESTIVAL,Action,16,34214226,4.2,-1.0,100000000,6
184,SPREAD,Action,16,34214226,4.2,-1.0,100000000,6
185,THE,Action,16,34214226,4.2,-1.0,100000000,6
186,WARMTH,Action,16,34214226,4.2,-1.0,100000000,6
187,PUBG,Action,16,34214226,4.2,-1.0,100000000,6
189,Tanceet,Action,16,34214226,4.2,-1.0,100000000,6
190,Ganes,Action,16,34214226,4.2,-1.0,100000000,6
191,COLT,Action,7,15461445,4.3,150.0,100000000,7
193,SHELLY,Action,7,15461445,4.3,150.0,100000000,7
195,PRIMO,Action,7,15461445,4.3,150.0,100000000,7
197,CROW,Action,7,15461445,4.3,150.0,100000000,7
199,BULL,Action,7,15461445,4.3,150.0,100000000,7
200,SG00,Action,7,15461445,4.3,150.0,100000000,7
202,FAST,Action,7,15461445,4.3,150.0,100000000,7
203,3v3,Action,7,15461445,4.3,150.0,100000000,7
204,BATTLES,Action,7,15461445,4.3,150.0,100000000,7
205,Brawlers,Action,7,15461445,4.3,150.0,100000000,7
206,left:5,Action,7,15461445,4.3,150.0,100000000,7
207,COLT,Action,7,15461445,4.3,150.0,100000000,7
208,CROW,Action,7,15461445,4.3,150.0,100000000,7
209,BATTLE,Action,7,15461445,4.3,150.0,100000000,7
210,ROYALE,Action,7,15461445,4.3,150.0,100000000,7
211,GOOGLE,Action,12,4152943,4.1,82.0,50000000,8
212,PLAY,Action,12,4152943,4.1,82.0,50000000,8
213,EDITOR'S,Action,12,4152943,4.1,82.0,50000000,8
214,CHOICE,Action,12,4152943,4.1,82.0,50000000,8
216,UNIQUE,Action,12,4152943,4.1,82.0,50000000,8
217,ROBOTS,Action,12,4152943,4.1,82.0,50000000,8
218,WITH,Action,12,4152943,4.1,82.0,50000000,8
219,UNIQUE,Action,12,4152943,4.1,82.0,50000000,8
220,GAMEPLAY,Action,12,4152943,4.1,82.0,50000000,8
221,MECHANICS,Action,12,4152943,4.1,82.0,50000000,8
222,UNIQUE,Action,12,4152943,4.1,82.0,50000000,8
223,PILOTS,Action,12,4152943,4.1,82.0,50000000,8
224,MILLIONS,Action,12,4152943,4.1,82.0,50000000,8
226,PLAYERS,Action,12,4152943,4.1,82.0,50000000,8
227,REGULAR,Action,12,4152943,4.1,82.0,50000000,8
228,MAJOR,Action,12,4152943,4.1,82.0,50000000,8
229,FOR,Action,12,4152943,4.1,82.0,50000000,8
230,EVERY,Action,12,4152943,4.1,82.0,50000000,8
231,PLAYSTYLE,Action,12,4152943,4.1,82.0,50000000,8
232,WOREDWIDE,Action,12,4152943,4.1,82.0,50000000,8
233,UPDATES,Action,12,4152943,4.1,82.0,50000000,8
235,Commander2020,Action,12,4152943,4.1,82.0,50000000,8
236,MENU,Action,12,4152943,4.1,82.0,50000000,8
239,Titan,Action,12,4152943,4.1,82.0,50000000,8
240,561m,Action,12,4152943,4.1,82.0,50000000,8
241,Clot_6W3540,Action,12,4152943,4.1,82.0,50000000,8
242,881m,Action,12,4152943,4.1,82.0,50000000,8
243,STUNNING,Action,12,4152943,4.1,82.0,50000000,8
244,GRAPHICS,Action,12,4152943,4.1,82.0,50000000,8
246,Commander2020,Action,12,4152943,4.1,82.0,50000000,8
247,MENU,Action,12,4152943,4.1,82.0,50000000,8
252,Titan,Action,12,4152943,4.1,82.0,50000000,8
256,TBOGI,Action,12,4152943,4.1,82.0,50000000,8
257,Commander2020,Action,12,4152943,4.1,82.0,50000000,8
263,883m,Action,12,4152943,4.1,82.0,50000000,8
264,CAPTURE,Action,12,4152943,4.1,82.0,50000000,8
265,"BEACONS,",Action,12,4152943,4.1,82.0,50000000,8
266,FIGHT,Action,12,4152943,4.1,82.0,50000000,8
267,FOR,Action,12,4152943,4.1,82.0,50000000,8
268,VICTORY!,Action,12,4152943,4.1,82.0,50000000,8
269,NODody,Action,7,9235800,4.4,76.0,100000000,9
270,Impostors:,Action,7,9235800,4.4,76.0,100000000,9
272,Emergency,Action,7,9235800,4.4,76.0,100000000,9
273,Meetings:,Action,7,9235800,4.4,76.0,100000000,9
275,Player,Action,7,9235800,4.4,76.0,100000000,9
276,Speed:,Action,7,9235800,4.4,76.0,100000000,9
278,Crew,Action,7,9235800,4.4,76.0,100000000,9
279,Light:,Action,7,9235800,4.4,76.0,100000000,9
281,Impostor,Action,7,9235800,4.4,76.0,100000000,9
282,Light:,Action,7,9235800,4.4,76.0,100000000,9
283,1.5x5ociate,Action,7,9235800,4.4,76.0,100000000,9
284,Kill,Action,7,9235800,4.4,76.0,100000000,9
285,Cooldown:,Action,7,9235800,4.4,76.0,100000000,9
286,15s,Action,7,9235800,4.4,76.0,100000000,9
287,Acquantance,Action,7,9235800,4.4,76.0,100000000,9
288,Common,Action,7,9235800,4.4,76.0,100000000,9
289,Tasks:,Action,7,9235800,4.4,76.0,100000000,9
291,Long,Action,7,9235800,4.4,76.0,100000000,9
292,Tasks:,Action,7,9235800,4.4,76.0,100000000,9
294,Short,Action,7,9235800,4.4,76.0,100000000,9
295,Tasks:,Action,7,9235800,4.4,76.0,100000000,9
297,Chum,Action,7,9235800,4.4,76.0,100000000,9
298,Buddy,Action,7,9235800,4.4,76.0,100000000,9
299,Guy,Action,7,9235800,4.4,76.0,100000000,9
300,Friend,Action,7,9235800,4.4,76.0,100000000,9
301,Pal,Action,7,9235800,4.4,76.0,100000000,9
302,STARF,Action,7,9235800,4.4,76.0,100000000,9
304,Players,Action,7,9235800,4.4,76.0,100000000,9
305,Sahofage,Action,7,9235800,4.4,76.0,100000000,9
306,and,Action,7,9235800,4.4,76.0,100000000,9
308,everyone,Action,7,9235800,4.4,76.0,100000000,9
309,Fake,Action,7,9235800,4.4,76.0,100000000,9
310,Tasks.,Action,7,9235800,4.4,76.0,100000000,9
311,MedBay:,Action,7,9235800,4.4,76.0,100000000,9
312,Submit,Action,7,9235800,4.4,76.0,100000000,9
313,Scan,Action,7,9235800,4.4,76.0,100000000,9
314,Storage:,Action,7,9235800,4.4,76.0,100000000,9
315,Fuel,Action,7,9235800,4.4,76.0,100000000,9
316,Engines,Action,7,9235800,4.4,76.0,100000000,9
318,Weapons:,Action,7,9235800,4.4,76.0,100000000,9
319,Download,Action,7,9235800,4.4,76.0,100000000,9
320,Dala,Action,7,9235800,4.4,76.0,100000000,9
322,Electrical:,Action,7,9235800,4.4,76.0,100000000,9
323,Divert,Action,7,9235800,4.4,76.0,100000000,9
324,Power,Action,7,9235800,4.4,76.0,100000000,9
326,LifeSupp(0/21,Action,7,9235800,4.4,76.0,100000000,9
328,Chum,Action,7,9235800,4.4,76.0,100000000,9
329,Buddy,Action,7,9235800,4.4,76.0,100000000,9
330,RERORT,Action,7,9235800,4.4,76.0,100000000,9
331,USE,Action,7,9235800,4.4,76.0,100000000,9
332,Admin,Action,7,9235800,4.4,76.0,100000000,9
333,NEXT,Action,7,24551405,4.1,106.0,100000000,10
334,LEGENDS,Action,7,24551405,4.1,106.0,100000000,10
335,BEYOND,Action,7,24551405,4.1,106.0,100000000,10
336,LEGENDS,Action,7,24551405,4.1,106.0,100000000,10
337,CLASSIC,Action,7,24551405,4.1,106.0,100000000,10
338,HEROES,Action,7,24551405,4.1,106.0,100000000,10
339,REVAMPED,Action,7,24551405,4.1,106.0,100000000,10
344,TRIPLE,Action,7,24551405,4.1,106.0,100000000,10
345,KILL,Action,7,24551405,4.1,106.0,100000000,10
347,5V5,Action,7,24551405,4.1,106.0,100000000,10
348,ACTION,Action,7,24551405,4.1,106.0,100000000,10
349,GAMEPLAY,Action,7,24551405,4.1,106.0,100000000,10
350,SKILL,Action,7,24551405,4.1,106.0,100000000,10
351,LEADS,Action,7,24551405,4.1,106.0,100000000,10
353,VICTORY,Action,7,24551405,4.1,106.0,100000000,10
354,ARIOKA,Action,3,1866562,4.1,124.0,50000000,12
356,BBIAL,Action,3,1866562,4.1,124.0,50000000,12
358,BOWSER,Action,3,1866562,4.1,124.0,50000000,12
360,tOKAR,Action,3,1866562,4.1,124.0,50000000,12
361,OUR,Action,3,1866562,4.1,124.0,50000000,12
363,Steer,Action,3,1866562,4.1,124.0,50000000,12
364,OWSEROI,Action,3,1866562,4.1,124.0,50000000,12
365,Race,Action,3,1866562,4.1,124.0,50000000,12
367,portrait,Action,3,1866562,4.1,124.0,50000000,12
369,"landscape,",Action,3,1866562,4.1,124.0,50000000,12
370,your,Action,3,1866562,4.1,124.0,50000000,12
371,choice!,Action,3,1866562,4.1,124.0,50000000,12
372,Steer,Action,3,1866562,4.1,124.0,50000000,12
373,TOUR,Action,3,1866562,4.1,124.0,50000000,12
374,Multiplayer,Action,3,1866562,4.1,124.0,50000000,12
376,here!,Action,3,1866562,4.1,124.0,50000000,12
377,www,Action,3,1866562,4.1,124.0,50000000,12
379,TOKT,Action,3,1866562,4.1,124.0,50000000,12
380,www,Action,3,1866562,4.1,124.0,50000000,12
381,enST,Action,3,1866562,4.1,124.0,50000000,12
382,TOK,Action,3,1866562,4.1,124.0,50000000,12
383,RUTI,Action,3,1866562,4.1,124.0,50000000,12
384,SAVE,Action,18,13843389,4.4,122.0,100000000,13
385,THE,Action,18,13843389,4.4,122.0,100000000,13
386,HOSTAGE,Action,18,13843389,4.4,122.0,100000000,13
387,LOTS,Action,18,13843389,4.4,122.0,100000000,13
389,ACTION,Action,18,13843389,4.4,122.0,100000000,13
390,PLAY,Action,18,13843389,4.4,122.0,100000000,13
392,NOW,Action,18,13843389,4.4,122.0,100000000,13
393,LOTS,Action,18,13843389,4.4,122.0,100000000,13
395,ACTION,Action,18,13843389,4.4,122.0,100000000,13
404,CUSTOMIZE,Action,18,13843389,4.4,122.0,100000000,13
405,EPIC,Action,18,13843389,4.4,122.0,100000000,13
406,WEAPONS,Action,18,13843389,4.4,122.0,100000000,13
407,CUSTOMIZE,Action,16,3980548,4.3,-1.0,50000000,14
408,YOUR,Action,16,3980548,4.3,-1.0,50000000,14
409,HERO,Action,16,3980548,4.3,-1.0,50000000,14
410,SKIN,Action,16,3980548,4.3,-1.0,50000000,14
411,COLOR,Action,16,3980548,4.3,-1.0,50000000,14
412,HAIRSTYLE,Action,16,3980548,4.3,-1.0,50000000,14
413,HAIR,Action,16,3980548,4.3,-1.0,50000000,14
414,COLOR,Action,16,3980548,4.3,-1.0,50000000,14
415,BEARD,Action,16,3980548,4.3,-1.0,50000000,14
416,CANCEL,Action,16,3980548,4.3,-1.0,50000000,14
417,Jessie,Action,16,3980548,4.3,-1.0,50000000,14
418,CONFIRM,Action,16,3980548,4.3,-1.0,50000000,14
420,RAISE,Action,16,3980548,4.3,-1.0,50000000,14
422,TRUE,Action,16,3980548,4.3,-1.0,50000000,14
423,FRIEND,Action,16,3980548,4.3,-1.0,50000000,14
424,AUTO,Action,16,3980548,4.3,-1.0,50000000,14
425,BUILD,Action,16,3980548,4.3,-1.0,50000000,14
427,SAFE,Action,16,3980548,4.3,-1.0,50000000,14
428,SHELTER,Action,16,3980548,4.3,-1.0,50000000,14
429,AUTO,Action,16,3980548,4.3,-1.0,50000000,14
430,MK1I,Action,18,4095606,4.2,-1.0,50000000,15
431,CHARACTERS!,Action,18,4095606,4.2,-1.0,50000000,15
432,3V3,Action,18,4095606,4.2,-1.0,50000000,15
433,KOMBAT!,Action,18,4095606,4.2,-1.0,50000000,15
434,130+MK,Action,18,4095606,4.2,-1.0,50000000,15
435,FIGHTERS!,Action,18,4095606,4.2,-1.0,50000000,15
438,.CHO,Action,18,4095606,4.2,-1.0,50000000,15
439,WHNNY,Action,18,4095606,4.2,-1.0,50000000,15
440,CAC,Action,18,4095606,4.2,-1.0,50000000,15
441,PORT,Action,18,4095606,4.2,-1.0,50000000,15
442,PERSONALIZE,Action,18,4095606,4.2,-1.0,50000000,15
443,CHARACTERS!,Action,18,4095606,4.2,-1.0,50000000,15
444,CHALLENGE,Action,18,4095606,4.2,-1.0,50000000,15
445,OTHER,Action,18,4095606,4.2,-1.0,50000000,15
446,PLAYERS!,Action,18,4095606,4.2,-1.0,50000000,15
447,AURELIA,Action,12,227031,4.2,211.0,5000000,17
448,INVICTA,Action,12,227031,4.2,211.0,5000000,17
449,HONKAI,Action,12,227031,4.2,211.0,5000000,17
450,New,Action,12,227031,4.2,211.0,5000000,17
451,Battlesuit,Action,12,227031,4.2,211.0,5000000,17
452,Event,Action,12,227031,4.2,211.0,5000000,17
454,"""DEA",Action,12,227031,4.2,211.0,5000000,17
455,ANCHORA,Action,12,227031,4.2,211.0,5000000,17
456,NEW,Action,12,227031,4.2,211.0,5000000,17
457,BATTLESUIT,Action,12,227031,4.2,211.0,5000000,17
458,DEBUTS,Action,12,227031,4.2,211.0,5000000,17
459,TECH,Action,12,227031,4.2,211.0,5000000,17
460,OTAKUS,Action,12,227031,4.2,211.0,5000000,17
461,SAVE,Action,12,227031,4.2,211.0,5000000,17
462,THE,Action,12,227031,4.2,211.0,5000000,17
463,WORLD,Action,12,227031,4.2,211.0,5000000,17
465,hits,Action,12,227031,4.2,211.0,5000000,17
467,VALKYRIE,Action,12,227031,4.2,211.0,5000000,17
468,GLORIA,Action,12,227031,4.2,211.0,5000000,17
470,HONKAI,Action,12,227031,4.2,211.0,5000000,17
471,IMPACT,Action,12,227031,4.2,211.0,5000000,17
472,3RD,Action,12,227031,4.2,211.0,5000000,17
473,DNKAIMPACT,Action,12,227031,4.2,211.0,5000000,17
474,BRD,Action,12,227031,4.2,211.0,5000000,17
475,VENTITY,Action,12,652734,4.1,84.0,10000000,18
478,SMILE,Action,12,652734,4.1,84.0,10000000,18
480,HOPE,Action,12,652734,4.1,84.0,10000000,18
481,OSpike,Action,12,652734,4.1,84.0,10000000,18
482,Chunselt,Action,12,652734,4.1,84.0,10000000,18
483,"Co,",Action,12,652734,4.1,84.0,10000000,18
484,Lid.,Action,12,652734,4.1,84.0,10000000,18
485,All,Action,12,652734,4.1,84.0,10000000,18
486,Rights,Action,12,652734,4.1,84.0,10000000,18
487,Reserved.,Action,12,652734,4.1,84.0,10000000,18
488,Joker,Action,12,652734,4.1,84.0,10000000,18
489,Studio,Action,12,652734,4.1,84.0,10000000,18
491,Mettasetne.,Action,12,652734,4.1,84.0,10000000,18
492,All,Action,12,652734,4.1,84.0,10000000,18
493,ights,Action,12,652734,4.1,84.0,10000000,18
494,iserved,Action,12,652734,4.1,84.0,10000000,18
496,GLOBAL,Action,12,652734,4.1,84.0,10000000,18
497,MATCHES,Action,12,652734,4.1,84.0,10000000,18
498,ASYMMETRICAL,Action,12,652734,4.1,84.0,10000000,18
499,COMBATS,Action,12,652734,4.1,84.0,10000000,18
500,BLEACHS,Action,12,273818,4.3,80.0,10000000,19
501,Brave,Action,12,273818,4.3,80.0,10000000,19
502,Souls(,Action,12,273818,4.3,80.0,10000000,19
503,GAME,Action,12,273818,4.3,80.0,10000000,19
504,START,Action,12,273818,4.3,80.0,10000000,19
507,Data,Action,12,273818,4.3,80.0,10000000,19
508,Recovery,Action,12,273818,4.3,80.0,10000000,19
510,Tite,Action,12,273818,4.3,80.0,10000000,19
511,kaho,Action,12,273818,4.3,80.0,10000000,19
512,"Shuistii,",Action,12,273818,4.3,80.0,10000000,19
514,"TONYOdentsu,",Action,12,273818,4.3,80.0,10000000,19
515,Piero,Action,12,273818,4.3,80.0,10000000,19
516,Data,Action,12,273818,4.3,80.0,10000000,19
517,Link,Action,12,273818,4.3,80.0,10000000,19
518,Skip,Action,12,273818,4.3,80.0,10000000,19
519,www,Action,12,273818,4.3,80.0,10000000,19
520,Rukia,Action,12,273818,4.3,80.0,10000000,19
522,name,Action,12,273818,4.3,80.0,10000000,19
524,"Rukia,",Action,12,273818,4.3,80.0,10000000,19
525,Rukia,Action,12,273818,4.3,80.0,10000000,19
526,Kuchiki.,Action,12,273818,4.3,80.0,10000000,19
527,BACH,Action,12,273818,4.3,80.0,10000000,19
528,BRAVE,Action,12,273818,4.3,80.0,10000000,19
529,SOULS,Action,12,273818,4.3,80.0,10000000,19
530,ELEAC,Action,12,273818,4.3,80.0,10000000,19
542,GO/120,Action,12,5588620,4.2,98.0,100000000,20
543,ICONIC,Action,16,779756,4.2,-1.0,10000000,22
544,HEROES,Action,16,779756,4.2,-1.0,10000000,22
545,HOME,Action,16,779756,4.2,-1.0,10000000,22
546,BACK,Action,16,779756,4.2,-1.0,10000000,22
547,BAAN,Action,16,779756,4.2,-1.0,10000000,22
548,GILLA,Action,16,779756,4.2,-1.0,10000000,22
549,SRDDD,Action,16,779756,4.2,-1.0,10000000,22
550,DEADSHT,Action,16,779756,4.2,-1.0,10000000,22
551,SUPEMAN,Action,16,779756,4.2,-1.0,10000000,22
552,POISCN,Action,16,779756,4.2,-1.0,10000000,22
554,CATWOAN,Action,16,779756,4.2,-1.0,10000000,22
555,MONDER,Action,16,779756,4.2,-1.0,10000000,22
556,WCMAN,Action,16,779756,4.2,-1.0,10000000,22
557,THE,Action,16,779756,4.2,-1.0,10000000,22
558,JOKER,Action,16,779756,4.2,-1.0,10000000,22
559,BATMAN,Action,16,779756,4.2,-1.0,10000000,22
562,RAID,Action,16,779756,4.2,-1.0,10000000,22
563,WITH,Action,16,779756,4.2,-1.0,10000000,22
564,FRIENDS,Action,16,779756,4.2,-1.0,10000000,22
565,HOME,Action,16,779756,4.2,-1.0,10000000,22
566,BRANIC-COLLBCTR,Action,16,779756,4.2,-1.0,10000000,22
568,CRLOS,Action,16,779756,4.2,-1.0,10000000,22
570,Arce,Action,16,779756,4.2,-1.0,10000000,22
572,raR,Action,16,779756,4.2,-1.0,10000000,22
575,STATS,Action,3,675165,4.1,175.0,10000000,23
576,SIMS,Action,3,675165,4.1,175.0,10000000,23
577,ENOTES,Action,3,675165,4.1,175.0,10000000,23
578,DWNED,Action,3,675165,4.1,175.0,10000000,23
579,SHELLY,Action,3,675165,4.1,175.0,10000000,23
580,Shielded,Action,3,675165,4.1,175.0,10000000,23
581,Markswoman,Action,3,675165,4.1,175.0,10000000,23
582,Sheily,Action,3,675165,4.1,175.0,10000000,23
583,Schoels,Action,3,675165,4.1,175.0,10000000,23
584,Oun,Action,3,675165,4.1,175.0,10000000,23
586,EQUIP,Action,3,675165,4.1,175.0,10000000,23
587,AWESOME,Action,3,675165,4.1,175.0,10000000,23
588,SKINS,Action,3,675165,4.1,175.0,10000000,23
589,JADE,Action,3,675165,4.1,175.0,10000000,23
593,SHELLY,Action,3,675165,4.1,175.0,10000000,23
594,LOUIE,Action,3,675165,4.1,175.0,10000000,23
595,BUCK,Action,3,675165,4.1,175.0,10000000,23
596,NIX,Action,3,675165,4.1,175.0,10000000,23
601,NEW,Action,3,675165,4.1,175.0,10000000,23
602,NEW,Action,3,675165,4.1,175.0,10000000,23
603,NEW,Action,3,675165,4.1,175.0,10000000,23
604,NEW,Action,3,675165,4.1,175.0,10000000,23
605,SELECT,Action,3,675165,4.1,175.0,10000000,23
606,STATS,Action,3,675165,4.1,175.0,10000000,23
607,MASTER,Action,3,675165,4.1,175.0,10000000,23
608,ALL,Action,3,675165,4.1,175.0,10000000,23
609,CHARACTERS,Action,3,675165,4.1,175.0,10000000,23
610,EASY,Action,7,407162,4.4,-1.0,10000000,24
611,CONTROLS,Action,7,407162,4.4,-1.0,10000000,24
614,WARGAMING.NET,Action,7,407162,4.4,-1.0,10000000,24
615,LETS,Action,7,407162,4.4,-1.0,10000000,24
616,BATTLE,Action,7,407162,4.4,-1.0,10000000,24
617,JOIN,Action,7,407162,4.4,-1.0,10000000,24
618,ACTION-PACKED,Action,7,407162,4.4,-1.0,10000000,24
619,BATTLES,Action,7,407162,4.4,-1.0,10000000,24
621,THE,Action,7,407162,4.4,-1.0,10000000,24
622,HIGH,Action,7,407162,4.4,-1.0,10000000,24
623,SEAS,Action,7,407162,4.4,-1.0,10000000,24
624,WARGAMING.NET,Action,7,407162,4.4,-1.0,10000000,24
625,LEPS,Action,7,407162,4.4,-1.0,10000000,24
626,BARTLE,Action,7,407162,4.4,-1.0,10000000,24
